Rowid,Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Transaction ID,Fraud Flag or Label,Transaction Source,IP Address,Device Information
1367,2023-09-23 19:07:13,2980.44,Arhaan Bajaj,cc4d4e764cbb47d0c11d93bcb342345274fb6d40d70b5829a023920ba5aca014,"Sodhi, Srinivas and Cheema",Katihar,EUR,Visa,09/25,bc95bf5e-8663-4487-a780-7ad3fab97f62,1,In-Person,150.246.36.75,Mobile
1368,2020-08-17 07:19:24,1579.97,Yuvraj  Devi,8d3b940a04297110923eea295cc6241be1bfbfaa1a3c63f39a9d562834388119,Randhawa-Bhandari,Latur,EUR,MasterCard,01/24,96efbd6d-5807-438a-8cd9-e53b92dcb0e5,0,Online,123.204.76.231,Mobile
1369,2023-01-02 10:30:51,3279.62,Riya Bains,56bb2e932d861f92c59e430c98234d097bd6b8982b48a6f78ae77f07cba1cbd1,"Konda, Shere and Batta",Kottayam,USD,MasterCard,04/29,f02af762-f6cc-494e-b330-94c80bbc15b2,1,In-Person,125.46.226.138,Desktop
1370,2021-09-11 07:38:56,2231.92,Pranay Mani,3dff6c3909b6bc5db1a2f4b251f27d56e76e62f92a1024a22a51485e7b17ffbb,"Ray, Rege and Lad",Bahraich,USD,MasterCard,01/31,5cd618af-51df-4439-9e47-9ba6d1ea3a7d,1,Online,182.234.240.224,Tablet
1371,2020-04-25 00:25:01,1084.28,Veer Sarna,57d6766866b5e971875c15190eac56e2e4c3879885af1abfe1a0d32b4ae9941c,"Mannan, Bahri and Din",Patiala,EUR,Visa,07/33,f506018b-8852-4fd1-a3fd-2f957b7079c6,1,Online,139.214.47.224,Desktop
1372,2021-09-15 20:54:13,4186.68,Ishita Sawhney,2e33872df7357f7af3ec90435f2b4abd73868c242823582c27768384fa2c194a,Banerjee Inc,Bhilwara,USD,MasterCard,04/28,8ba1ead1-b8ca-45da-885b-e83950cc9914,0,In-Person,218.53.40.10,Tablet
1373,2023-04-29 05:03:19,4076.18,Hridaan Ranganathan,34bfa76a13c65e369575125351c87a714edb20797c3b87f4cbe5196f7dd9e428,Kari Group,Buxar,USD,American Express,08/33,a2784569-0ea5-4bba-ac3d-82e25b51404c,1,Online,200.113.203.11,Mobile
1374,2021-03-31 16:27:22,2989.93,Tushar Shankar,f3724edc93b4187d3c7d08b1634c8edb31a3618cff33cae6e5da41bcf30405db,"Sami, Kannan and Varma",Sangli-Miraj & Kupwad,USD,MasterCard,09/33,629c2a1d-c8df-452e-b6be-a79f6255a37e,1,In-Person,217.142.41.232,Desktop
1375,2021-12-03 17:54:24,80.8,Vritika Chandra,d0c9e9782152adadf97c6ac89bad5b9c676f19f63149f9996e9e486d4c1fc2ce,Kumer Inc,Panvel,INR,American Express,08/33,e8cd6222-61cc-405f-b229-cf1fe2d19a6c,1,Online,117.74.42.51,Tablet
1376,2021-01-21 08:23:48,2931.53,Elakshi Bora,90b117cc88e8c38cc465e042fca0aacf17489e67e019d264d08237fbfa3a9029,Kulkarni-Sankaran,Nagpur,INR,American Express,12/25,95bd38be-c508-4318-a80c-3505066a0efb,0,Online,113.247.46.130,Tablet
1377,2023-09-03 16:01:00,3628.58,Renee Virk,e06623a3436d7359e257da0bcb3906c316b58795000e341f16ccd16ffd148d52,Sangha PLC,Sambhal,INR,MasterCard,05/29,e753b2da-6713-41be-ae5f-1a83e7b5ab75,1,In-Person,139.241.67.255,Tablet
1378,2021-03-20 08:55:29,3292.35,Ranbir Vala,79ad4077d233c6570e57356c1973c25f90dbface4b58ae82ef57c7949a5829de,"Gupta, Kadakia and Bahl",Hubli–Dharwad,USD,Visa,02/26,39d755cf-3327-4c1f-ba17-9687b4818b6a,1,Online,8.222.167.248,Mobile
1379,2021-04-14 18:21:46,4892.48,Hrishita Mammen,e0323827d38be6add75b20b110f2a49aa0836fcf267dbd335eb77cb1868e0dac,Dhawan-Chad,Tiruppur,EUR,American Express,11/30,97b1c1d2-f462-4130-b1cd-24240260ba03,0,Online,146.15.158.135,Desktop
1380,2023-09-17 10:39:11,768.21,Tejas Jhaveri,6e73e125eb4ec22ec9415c324f5625191f73b28fb3a182b1a402f435ddfcd292,Doshi-Keer,Navi Mumbai,INR,American Express,08/24,4967989c-65d6-49fb-85b3-37d2890dc431,1,Online,6.27.27.140,Desktop
1381,2021-03-10 21:16:01,4572.51,Divyansh Kumar,5dacc91c0adb941a443f75ccaf561c878de34de6ac8208ab78431871c336967d,Sawhney Group,Bihar Sharif,EUR,MasterCard,04/32,e38d37e1-44bb-46e3-bf3a-94f533d4579a,0,Online,209.231.6.192,Desktop
1382,2021-01-05 01:14:42,909.01,Inaaya  Boase,d7afc2b711e20e48d56609a147fb296f8ce531f13e16e9d5eeda4302f164574a,Bhat-Cherian,Farrukhabad,USD,MasterCard,04/32,93fddd50-7824-4974-9ae1-82d1314e178d,1,In-Person,210.59.23.12,Desktop
1383,2022-05-22 21:10:16,84.36,Nishith Wali,f473a5a3d934c2b922e6b3ffbb9913dac52593298cd4dedb4cdf053fd249e880,Bhattacharyya-Sura,Thoothukudi,INR,MasterCard,01/31,aea870f5-22c8-463c-8054-7d3204d075b7,1,Online,167.115.34.247,Mobile
1384,2023-03-11 21:45:19,3841.11,Aaina Dutt,e2d74225b4051a691e9fa5b318ee225c16869013a1a5dc4a82e7c70304754549,Kibe-Aurora,Kollam,EUR,American Express,01/29,22e99bab-46a6-4525-b36c-2c9f9462a05f,1,In-Person,94.129.241.21,Tablet
1385,2022-08-09 10:59:24,65.42,Divij Dash,d0b77f5592f96861e618f9c588848c9d7a095ab2e411819d74f0067fcb5d3971,"Dasgupta, Kothari and Sachdeva",Ambarnath,EUR,American Express,10/26,59b6e4c7-da71-40bc-aec3-32c544868ed4,0,In-Person,6.142.49.185,Desktop
1386,2023-02-08 15:30:47,2150.4,Alisha Bhatia,e24f1d1ba48ae30bb3fa99b8ac7a7fc0e3dba49a051ed4bf1ddc4eec7c30ca54,Brar-Behl,Aurangabad,INR,American Express,09/32,f6f0c478-9e12-4cba-af62-3d6abb34f428,0,Online,51.141.43.38,Tablet
1387,2021-12-02 17:33:17,3749.13,Nakul Sandhu,815642c00f1e3d6ed6b8a9ec67ec2618c6d6db17f800490e3396b724d715253d,Ramesh-Bava,Rajahmundry,INR,American Express,11/25,754149ad-58eb-4a16-ad18-22bd69341f94,0,In-Person,70.220.88.78,Tablet
1388,2022-05-26 11:40:07,766.95,Aniruddh Dhar,a015718daf05c4a893de64eaf8ceadb579193468d673a22def120ff7908efe4b,Aurora-Hans,Cuttack,INR,Visa,12/25,6c5d1c32-ea75-44f7-87ab-b75dfae9f3ae,1,Online,104.192.46.218,Desktop
1389,2020-05-06 15:55:26,3210.52,Riya Gandhi,46a1be5a91dc8895fb73137fb3b5ed8fe053a8ac9418aca896a03c440aed9884,"Swaminathan, Kapur and Walia",Siwan,USD,Visa,09/26,5c7ba2e7-bd2e-4ea4-b6c4-8b3df1315ad4,1,Online,194.62.36.197,Desktop
1390,2021-10-27 05:17:28,3003.42,Gokul Deol,c31fc2d4804d8de4ff8bc6ee9017576e7d8aa3a692fe62784eb974d2bea63065,Wagle-Karan,Kharagpur,INR,American Express,03/27,5eeb6fe0-4ec9-43a5-b9f7-d5891d48c6b0,1,In-Person,100.10.226.207,Mobile
1391,2021-04-27 17:52:10,3882.12,Umang Choudhary,c958891be59b7d753e046d7f0a406997151431e50d5e38cdb0ad6769cc2369e4,"Edwin, Shah and Bali",Pimpri-Chinchwad,INR,Visa,08/26,36ae7e22-275d-4ee1-9535-c1fe86187c8b,1,Online,71.37.160.4,Desktop
1392,2020-09-20 01:09:00,4594.64,Azad Joshi,5a8a140fa63ecf1163d2b63b0344ba25a2204aa9697ef179a80504379c2a57c7,"Balasubramanian, Kara and Mammen",Farrukhabad,INR,Visa,09/27,0a8b05c3-d643-4266-8808-bb38e6bf704b,0,Online,181.62.217.74,Tablet
1393,2020-09-05 02:32:26,3708.93,Ritvik Hegde,952c9ff1b0b851acd377fd5dab7e070899bed354c563aa9a1b3b7d3d55556f43,Dara-Dada,Tiruchirappalli,INR,Visa,07/31,514909e2-8278-412f-a2d1-f4e4c60262c7,1,In-Person,74.115.241.238,Desktop
1394,2021-06-01 23:14:27,1823.94,Nitara Din,8005c51823a7f3406748ebce0773c7a473ff88f398c6bf8a567bb626e10c8df7,Ravi-Sant,Rewa,EUR,MasterCard,02/30,bf5bed9a-83d1-4b43-82c9-31e72c498382,0,Online,90.76.53.255,Desktop
1395,2022-05-09 08:03:23,2041.2,Krish Anne,ce5bce0f47e31a40bd73e568a99e6d00b8bfbf58349c5ecd9c3f230bce47dc95,Lad-Buch,Raiganj,INR,MasterCard,07/24,890bfe8a-e1c9-4e41-a3e6-e51ceab7fcb0,1,Online,72.31.0.241,Desktop
1396,2020-01-03 10:17:05,606.91,Stuvan Tailor,08281d95d7b97c309c68d0998ef05cb55844d4966a4c1b24a82e00127cfd89b1,"Chad, Keer and Arya",Visakhapatnam,INR,MasterCard,12/31,e54070a1-da79-49b0-89a4-e028e30d6593,0,In-Person,45.16.24.128,Tablet
1397,2020-08-31 20:43:33,1120.96,Darshit Ratta,bf80b04927e653a819c4c8126899fe741ea13462bfff057dd6dc8f9313a6a494,Majumdar Group,Begusarai,USD,Visa,12/23,92d24f0a-12ce-4541-ba93-392dc2e94ed1,1,In-Person,204.215.49.192,Tablet
1398,2020-03-14 23:11:00,2610.4,Ranbir Ramanathan,9b68efcae75860a79d7b0058c23c64654d0a0c771ca54f9e5120c1fa39754a81,Chaudry Ltd,Serampore,INR,Visa,03/26,651d8f8e-9bf5-41a4-8f79-2874710ff0ab,1,Online,46.166.101.113,Mobile
1399,2021-02-21 13:48:30,4207.74,Miraan Bala,bd400f63077e0fdf03710bcace6f552fe0434cea9c55c1172bb44fdb3fb03b2d,"Ravel, Hora and Varkey",Jamnagar,EUR,MasterCard,09/32,cb1b25ed-74e5-4e2e-9781-c11d5e0e82d3,0,Online,160.182.49.194,Mobile
1400,2022-12-05 19:42:38,53.65,Raunak Sant,0870bc6ccb1d138a9f8e26ffd6b8f9dfe29ca484397f3a81a915b72151410211,"Sridhar, Sura and Ganesh",Guna,INR,Visa,07/26,c65930a7-d84e-4119-a6f9-ae2bb7685ac9,1,Online,67.144.143.233,Desktop
1401,2021-08-01 18:50:22,2983.07,Mohanlal Bhavsar,13c90b37135eb9ad63cd9190c4137cfbf4c5cc1ea351a16c25a537b6b26d3765,Bedi-Rajan,Dehri,USD,MasterCard,08/25,b46a6d01-0df2-4d85-8069-1dec0fee6bce,1,In-Person,206.123.46.103,Mobile
1402,2022-01-13 21:18:23,3619.78,Aniruddh Balasubramanian,c06ba474d0f0d771f226bdb5aacae5a883caa6bd91d02232cf75b3738d425540,Solanki Ltd,Kolhapur,INR,Visa,03/27,374fe5ea-fcc8-4018-9751-e82b07cf86de,0,In-Person,169.121.153.25,Desktop
1403,2020-01-12 09:02:59,2839.52,Nakul Devi,a874882f278055ab407b38c945e7fce65f54c74f1d39532c48ed6861f0bc1067,Rau-Shankar,Farrukhabad,EUR,Visa,05/33,41c712a8-edf2-4b0e-8c1b-1917e0a5b75c,1,In-Person,217.112.133.4,Mobile
1404,2020-11-05 23:43:52,27.52,Armaan Sachar,82a78f9b461b85624db71eb749588d57c0ddb30dc966edb28b03b138de20eed7,"Sodhi, Bali and Dhar",Satara,INR,MasterCard,06/29,1c67145e-e24f-4fbb-a35b-3e599a883d02,1,In-Person,154.105.55.225,Mobile
1405,2020-02-13 12:35:26,926.36,Ivan Uppal,01b4df09c742f888c5dcfddbbdf903e6fda825ac81981b27e12841baf7cb7ed6,Amble-Thakkar,Nadiad,USD,Visa,02/31,0ba13548-d977-4304-9c83-3de0f80fc884,1,Online,48.36.41.223,Desktop
1406,2021-05-01 02:41:48,1527.74,Veer Dash,e260bd234699bad067ae1e8b077e0ff9f82ce76c0713d068832ba9a188f1eff7,Jaggi Inc,Vijayawada,USD,MasterCard,12/30,0f19b8f8-222a-4fcd-9e00-8ce6f1784798,0,In-Person,188.163.12.211,Tablet
1407,2022-05-15 23:07:56,4865.0,Tiya Sangha,38a0ca2579dcb2eab8838064eed4cf730ab5f611234630b23505023ba0e70f31,"Das, Saha and Khare",Hubli–Dharwad,INR,MasterCard,07/24,abfda640-88f6-43b1-9a8c-d551dbfd8f9d,0,In-Person,203.93.4.74,Tablet
1408,2020-12-18 22:30:27,1551.02,Jivika Bora,8e50f68bee1d5a36d84553c58ce23723c9b084726f56b03bcf4379b6ead595d7,"Chad, Mangal and Lal",Begusarai,EUR,MasterCard,10/24,f89bcbe0-7fe4-4188-8c21-f1897c8eedc2,0,In-Person,2.146.96.195,Tablet
1409,2020-09-14 15:36:40,118.06,Anvi Tiwari,a1473ecad81776ee427c970e11f8b750e09347e3cae7aa13a9e466b26f10aa73,Ravel-Upadhyay,Kolhapur,USD,American Express,09/28,f7701b75-9655-413e-82f5-8f5892bd784d,0,Online,148.24.61.248,Desktop
1410,2023-04-02 04:33:49,4597.88,Jayan Grewal,75a30bb1cf6a9ad4881265a04ea83c26cf794e57efb967b923bf1afb0dc9606f,Bobal-Sankar,Bhilai,INR,MasterCard,09/29,d4331d8c-0401-4ecf-8ff0-d5d032de1c31,1,Online,187.135.84.176,Mobile
1411,2022-10-23 17:39:52,1327.39,Zain Rana,0ffb4dde7102558314e99c2f4f32a20f1c56e87ebe6d2e8bdffd84ab83e4cb60,Badami PLC,Kalyan-Dombivli,INR,American Express,12/32,734914c7-37eb-42ea-8d22-9d80eb5a9374,1,In-Person,214.204.163.218,Tablet
1412,2020-01-25 00:00:37,2742.64,Pranay Wagle,5f5e29d112c5314695f8940be16dab6f6848b66fd8012cb9f42f784463fd5ce0,Kara PLC,Haldia,EUR,Visa,07/28,3bcdf5d9-2766-47a3-8edb-d6019cea5882,0,Online,151.96.210.115,Mobile
1413,2020-09-08 22:07:50,4243.09,Ojas Kannan,f5a452c992dfc1131cd4686f59dc5325946892ce9c1ea8816d41ee696c399a3a,Srinivas LLC,Khammam,USD,Visa,07/31,d0bc8226-1977-4977-bcf0-9679ad809aaf,1,In-Person,188.110.217.201,Desktop
1414,2020-08-16 19:08:49,2638.17,Fateh Sachdev,eb7c14ac53c1b59b3bfcf91d65fd5b2fc8bda619629706b0b2b7a40b8927a115,Choudhary-Sama,Tirupati,INR,MasterCard,09/32,b5782048-e38c-41d5-93d9-00ba19446928,0,Online,26.84.27.40,Tablet
1415,2022-05-18 13:36:50,3728.69,Diya Bassi,fc4542e744a01b8c244dbd3ed24c6214c46bc38ccf152cff8c6a7deb1f5d2cdf,Suri-Tiwari,Fatehpur,INR,American Express,04/27,99fdbdd8-5db9-4966-b7c6-1211493d0808,0,In-Person,113.14.82.152,Tablet
1416,2022-10-17 00:11:20,1820.87,Aradhya Saha,57d0e98dce43c7d09452f981c1d2ea4ef36d7c368bc16b6cf48d77e938ba25e6,Sarma LLC,Jammu,INR,American Express,01/27,6d10dbd4-24e1-4278-a0fe-b62e9d6a477b,0,Online,39.129.25.188,Tablet
1417,2023-08-05 06:36:47,4731.81,Divij Sathe,9455e44fab6da26c1c0588062db95f275c91eb0c22bc53e8f275390447e62122,Apte and Sons,Ambarnath,USD,American Express,05/33,51fd249e-6eb5-494c-b088-b3f6b307039b,1,In-Person,148.26.93.109,Mobile
1418,2022-01-20 19:25:19,1173.21,Aarush Venkataraman,e39d9a910ff8e7fd1f57775c3e437949d79151d54b7ba8254d006979d523b2df,"Kant, Gera and Jha",Kavali,INR,American Express,01/26,5fcf0e5d-bb2d-46ac-86aa-01fad0de9a91,1,Online,207.253.94.187,Mobile
1419,2023-08-02 07:05:57,4281.93,Prerak Grover,ecb6ddab97dc2845bdfe3a5078adb10245c7ee2f840725763dc3faba8b404943,"Luthra, Seth and Chatterjee",Bikaner,INR,Visa,06/26,05a33aa2-19e1-4ff5-98e4-17bf0df658bd,1,In-Person,198.89.153.157,Desktop
1420,2020-10-15 15:53:42,505.44,Lakshay Bahri,e2cb650a65d3e5d41662cd891d067eb6de2f358ab5a6658df16940b36fdc7293,Kapoor Ltd,Ramgarh,INR,MasterCard,02/29,921a89df-a45f-4f40-a7b0-9de2fa978f4b,1,In-Person,208.30.197.15,Desktop
1421,2021-07-24 14:37:54,4697.8,Pihu Upadhyay,046b96b8fcb23a31564d692f4cce3f5852f34e9af6996232246994e9fea5ef28,Bains LLC,Aizawl,INR,American Express,05/26,3d4f0a93-f6fa-4796-9d35-45e653293581,0,In-Person,169.53.253.231,Mobile
1422,2020-06-16 05:57:29,1403.85,Pihu Datta,f3432c4c9f26cf71ebef41ec9e0919e5bf9470c7b2f70bd404b3c86ba19876e4,Sehgal-Sekhon,Saharsa,INR,Visa,12/25,6950582e-428b-4ae1-9970-639c2086708c,0,In-Person,102.228.238.68,Tablet
1423,2021-01-01 14:16:29,260.15,Seher Dara,4ecbce7ccb0eb1f64b32937415309ce431774dc3205c0c4995a640726ed98a5f,Sridhar-Kale,Vellore,EUR,American Express,11/24,9c851d95-5055-4498-b5c5-7a60bc0fab05,0,In-Person,159.44.182.138,Tablet
1424,2022-05-09 05:29:12,95.71,Gokul Dhar,f7465008b7472824ed849dd583f2acf14089068989024b6fc384aa44841446dd,Hari LLC,Proddatur,EUR,Visa,12/25,b150981d-a07c-4309-a570-fbcfaed68251,1,Online,117.192.95.54,Tablet
1425,2021-03-19 08:08:37,794.48,Rania Shanker,57d49bb198437047243cf24e688d65ea9f651a4d7c64f50bf09b2f3b97d5b325,Borra Inc,Rajahmundry,USD,Visa,08/31,359a008b-60a5-4624-85bc-0ebcc713d569,1,In-Person,51.158.218.222,Mobile
1426,2020-12-01 02:31:44,1070.18,Raghav Borde,fe1385e159f672777364a27ff56ed3225ac0609c90a87f88fa458b0c74cc8c3e,Sarin-Tata,Vijayawada,EUR,MasterCard,09/27,3b3c2988-4c87-49f8-a59f-42fa46aec0ac,0,Online,130.127.227.27,Tablet
1427,2023-10-02 02:41:07,410.11,Diya Dugar,7d21446d6101bcd86b3d8f62277a3b00e83aa7332705892aefec35cafdc669c2,Banik-Roy,Malda,EUR,Visa,05/26,bdfa43d5-6cc9-4a2f-ae1f-a31a209710e9,1,In-Person,185.219.5.194,Tablet
1428,2020-10-13 05:43:18,1048.73,Nitara Bath,8f73a4c98fc8fcba6ebcd26ebffa658e93d1540ac5690a42dca4197db80fae3c,"Dixit, Seth and Ahluwalia",Patna,EUR,Visa,02/31,306c0cd6-0cee-4903-a53d-c7899acf2e12,0,In-Person,204.148.175.45,Mobile
1429,2022-03-07 18:21:19,3679.96,Aarna Tara,abeeaae9c40cc3ee7b2a38392ea30443d19899e57e0b9f22cd3313de0bb9ab51,Boase Inc,Tiruvottiyur,USD,MasterCard,05/31,55d6d858-8e44-459b-9cdf-5275f7a706ce,1,In-Person,86.162.119.243,Desktop
1430,2021-07-02 21:14:51,2916.19,Shlok Chakrabarti,58600afd8e523be40285f2a172791cccb76ae52dee3d7e4d0573223914740af1,Rajan-Bajwa,Danapur,EUR,MasterCard,09/29,c286eaee-6b2b-4b75-b0f8-17ec49d14fcd,1,In-Person,205.21.123.185,Tablet
1431,2022-06-10 04:50:20,2495.99,Vedika Borah,bdff7b5a036f48939ec0f82e1559bc5f70b3ba1e6cd9211be28214c70d013c39,"Gaba, Borde and Randhawa",Udupi,EUR,Visa,11/31,fd610261-3ef2-4083-b441-216349c8b161,0,Online,50.203.195.121,Mobile
1432,2020-08-01 06:06:25,2354.32,Zeeshan Ramaswamy,00513d0f18a2802b21550d4baa08b496ed0bcee96c2044ab50aea5f3c91f48a4,Basu-Shan,Nadiad,USD,American Express,05/32,c2fafca2-41ce-4fa6-904c-25ce19aa3ce9,0,Online,111.254.132.65,Mobile
1433,2023-01-04 09:48:23,2876.25,Ivan Ramanathan,65568956fd7a304ab84ef676ce5bd427bcadb91efd3ceaafb175d4ee300cef34,"Raval, Bansal and Rama",Sirsa,EUR,American Express,04/33,e2686ff7-a5ea-4e45-b6da-6e6866c01ed9,1,Online,53.197.24.66,Mobile
1434,2021-03-27 16:16:12,1524.11,Anaya Talwar,1c534af73822cd185e2b9e88e6d185c04a05bc0a24ae254ccd7d0b20ac3e31b3,Basak PLC,Warangal,USD,American Express,09/32,7115404a-3cd6-47e0-b94a-d25ce63af0fb,1,Online,85.206.154.101,Mobile
1435,2022-11-14 23:21:12,1107.41,Arhaan Subramanian,a08d07c9c56e0315e24e68a729fd21564fb27734cbf90cb92c63cbdac6e253dc,"Sachdev, Deshmukh and Trivedi",Ajmer,USD,Visa,09/29,4b75d98f-bcf4-4b14-a096-78606320d56f,0,In-Person,204.137.53.4,Tablet
1436,2020-05-07 09:09:07,3966.11,Miraya Jain,d4724b17af93c180b0eb69adbdba8672052351c16f0348da7792729ca9c4e4f3,Dhar-Chandran,Malda,INR,Visa,12/30,5ffcda3b-57f0-4888-a451-ecdeed6c2bbb,0,In-Person,198.213.118.6,Mobile
1437,2021-03-15 22:17:05,3853.02,Amira Swamy,7c4ab13a93d66d9c7a352b23ebd840114bdcf9230640d2a7049f5de5b8f9f51c,"Uppal, Konda and Dixit",Kollam,USD,MasterCard,10/26,622954b8-1ac5-40d1-8193-54e7a2f3d346,1,Online,202.64.98.194,Mobile
1438,2022-06-18 23:41:05,385.26,Ojas Bath,c3117216040bbbcc29cfe00aeb667da34d0ee6173a87072f204b26146aeae612,Dhawan-Bawa,Nizamabad,EUR,MasterCard,05/25,cf36bc64-0147-404f-b81a-331d28cf2b45,1,In-Person,215.213.16.69,Desktop
1439,2022-11-03 03:00:38,3.21,Adira Sheth,e810ee114b07e4d4c67f9c198a3e6529976d3304883861b13ccb54bbbbe763f1,Kuruvilla-Bhavsar,Yamunanagar,INR,Visa,12/30,23593d6c-f365-41ce-afca-1e43d8201ddf,1,Online,147.9.45.70,Tablet
1440,2020-06-06 10:33:08,283.9,Drishya Gola,0cd061f2cc4776d305dbcbd4a85889d68a7cccc5aa07379d0640c89c4bd46b7d,Mallick-Varma,Anantapuram,EUR,American Express,03/27,f71449dd-bb7f-4800-91bb-d614b25f9c83,0,In-Person,35.243.36.124,Desktop
1441,2021-09-05 16:02:52,3600.98,Miraya Kara,1b09666e5763bb8d9b38a85e5701e370000cf09c472dd29d92891643efa4c701,"Datta, Karpe and Contractor",Jalna,INR,MasterCard,03/29,43bf7fb7-13ae-4ed0-9ba5-08f1790dfffd,1,In-Person,210.191.99.71,Tablet
1442,2023-10-02 13:56:24,751.58,Yakshit Chokshi,271fb02b7b4498ad8ef2df82bf348e3e27ef6d07470963fcaca9ba38ab048775,"Mann, Vyas and Chahal",Allahabad,INR,Visa,07/25,0ed31772-611b-4071-a9e3-8046ed7379a3,1,In-Person,144.157.207.118,Mobile
1443,2020-06-27 23:15:24,4872.28,Yuvraj  Lall,fb454f0fa872dfea70fcdd923395d7444c7cdcdf828914e668318eb2c4e2ed41,"Sanghvi, Keer and Mane",Junagadh,USD,American Express,02/28,83c26a97-705c-4e60-80de-94d067f27fab,1,Online,117.201.165.60,Mobile
1444,2021-06-16 12:09:13,2193.0,Dishani Shankar,c1a4db0e44cd1b45b9f376756545f300e1b7337867c3ec99248f2e92d3f64825,Varghese LLC,Hajipur,USD,Visa,10/32,62483523-8d0f-48e8-adf3-98ec5984fc75,1,Online,87.147.134.10,Tablet
1445,2022-03-21 18:54:41,3767.38,Kismat Choudhry,43b97e60dff173de616effadb1d1b4da110407499ed6b741d4bba1e67aee69c4,Sen-Thaman,Kozhikode,INR,Visa,11/23,117528f4-fe22-4c9e-a15c-34eccbc2802b,0,In-Person,131.103.251.246,Mobile
1446,2021-01-15 05:42:49,1242.19,Ayesha Edwin,761abe5fdf29ea044d36020c51d3b1c555178105253f2cce2d8fb823cfed9f31,Bawa-Mall,Gudivada,INR,MasterCard,02/30,1d472bfe-f71c-4928-a56d-ce5ae8c14eb7,1,Online,215.50.213.150,Tablet
1447,2020-10-03 13:40:21,3038.61,Alia Singhal,6b7abd0b2df4a04435fdb436113c8c83d11785b0ba927fcc779c5d7dd175eff7,"Chaudry, Iyengar and Sehgal",Loni,EUR,MasterCard,08/24,390d5cbf-8b74-4bbe-9d2c-99ae2150014b,0,In-Person,114.14.120.20,Desktop
1448,2023-06-26 07:12:34,4949.85,Ishita Chowdhury,8faafa630a0d68868f008bd5e25a51da153b51972f865eac114912699cd343fb,Ben-Bedi,Mumbai,EUR,Visa,05/32,7e45891c-b557-4211-9a98-84ed774b17f5,0,In-Person,105.128.3.80,Mobile
1449,2022-06-11 15:30:47,2895.0,Yasmin Ray,81acfa00614657ebdbdf6a040aa9822c304e2e1028cf9c6ec498a6ee2f650a24,Yadav Ltd,Uluberia,USD,MasterCard,01/25,001538cf-4b3c-4d81-9cce-fb74fa5c6427,0,Online,102.205.87.49,Desktop
1450,2023-07-04 02:35:36,3389.82,Ivan Kulkarni,f8812b6cd153d3857c3b390ef2373b51d35794b6f3012144fe9f55619f1505d4,"Kapadia, Tella and Gupta",Bardhaman,USD,American Express,12/24,2f1ecd52-5073-4de3-b215-507a71c18641,1,Online,183.44.155.5,Tablet
1451,2021-07-06 04:42:09,3383.46,Nayantara Krishnamurthy,a3704058f29f66deee28941fa48985450eb3db64e892a67e2096d13f0651c1fd,"Lala, Roy and Mani",Jabalpur,USD,Visa,01/27,88caf771-4c98-4528-b9fe-b8567b5fa80b,1,Online,206.71.120.38,Mobile
1452,2020-04-17 20:02:38,4832.8,Riya Tiwari,e5dc97422df6d8c991e2aefd51976717c89071e44bb9a46f55b327ba38c61e93,Balay PLC,Kurnool,INR,American Express,05/26,0a735a3c-eb8f-467b-83fe-68dcb04c1822,0,In-Person,215.93.244.240,Desktop
1453,2020-09-01 13:57:11,4665.09,Baiju Dyal,16989b73d79d6e089d0e51546ccbbb108c28f2d06ee6db7b4e7885694ab8693b,Tiwari-Andra,Jamshedpur,EUR,American Express,11/29,86d79afd-c48b-4db5-876d-c02450ec3c56,0,In-Person,18.179.150.22,Tablet
1454,2020-05-27 20:46:58,4155.53,Suhana Sampath,28d316afcb4d39670730bb78ac17e2d21dd683dd98e7d74bf638eabf7ebe0d91,Gala PLC,Ahmedabad,INR,American Express,05/29,b6d80693-a619-4991-ac47-59c012b597e9,0,In-Person,184.97.145.135,Mobile
1455,2021-03-30 18:33:53,893.69,Vardaniya Arora,b8ae609e4f7e77c0d8ac61cfc8aec9cb552de51679aedeaf6832edaea2d7ebb5,Sridhar Ltd,Ramagundam,USD,American Express,03/24,e56ae659-3e32-4ba4-ae68-c1de562d6f44,0,Online,63.181.96.21,Tablet
1456,2023-02-08 02:38:30,3293.85,Vivaan Bhatti,6a4042f391348469e9259287cab3f217bc8232585391dca13b5c3a7ebe2b3095,"Vig, Malhotra and Chanda",Korba,EUR,MasterCard,05/26,b21a50e5-f119-4f3b-a4dc-3ad19678922e,0,Online,80.239.10.54,Tablet
1457,2021-02-22 21:37:33,1800.05,Renee Sankar,2d3fe596a2762676440e58ce6079a8e2f59f883de67127da5116d4a76efa1ced,Deshmukh Inc,Kavali,INR,Visa,07/26,fe488102-51b6-4c47-af3d-336f117f9a77,1,In-Person,203.219.186.234,Desktop
1458,2021-01-01 15:02:43,4323.54,Neysa Tella,6ec47cf28faf869670d6162e46e1727f0ae2a8cb4c2c83c856e17fcca7109a5a,Saha-Vig,Delhi,EUR,MasterCard,08/31,39014445-8f0a-4b73-9a3e-f694fd5aa515,0,Online,216.236.47.201,Mobile
